Precinct,Contest Name,Candidate Name,Votes,Voter Turnout
"07172","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","174","72.14%"
"07174","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","400","85.46%"
"07176","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","664","83.99%"
"07177","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","7","80.00%"
"07180","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","241","81.86%"
"07181","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","32","83.87%"
"07182","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1116","81.80%"
"07183","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1","100.00%"
"07184","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","262","85.65%"
"07185","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","220","72.67%"
"07186","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","166","82.09%"
"07187","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","59","73.22%"
"10314","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","0","0.00%"
"10315","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","24","85.42%"
"10316","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","889","86.61%"
"10317","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1025","78.13%"
"10319","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","738","86.92%"
"10320","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1340","88.20%"
"10325","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","731","88.90%"
"10326","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","134","95.67%"
"10333","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","453","88.77%"
"10337","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1241","86.82%"
"10338","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","411","91.11%"
"10339","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","694","86.37%"
"10340","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1140","80.93%"
"10342","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","18","94.74%"
"10343","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","0","0.00%"
"10361","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","981","87.92%"
"10362","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","400","83.44%"
"10364","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","880","80.75%"
"10367","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","747","87.41%"
"10374","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","162","76.24%"
"10379","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","245","87.89%"
"10380","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","873","87.84%"
"10383","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","57","77.27%"
"10388","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","369","86.74%"
"11041","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1179","87.27%"
"11043","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","659","86.54%"
"11075","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","65","87.59%"
"11351","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","965","89.23%"
"11354","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","447","84.01%"
"11355","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","999","85.62%"
"11357","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","15","89.13%"
"11360","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","24","78.57%"
"11362","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","186","84.27%"
"13030","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","31","80.00%"
"13031","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1","50.00%"
"13032","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","167","77.22%"
"13033","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","360","80.51%"
"13034","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1","100.00%"
"13035","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","145","80.80%"
"13036","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","66","78.99%"
"13038","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1101","85.88%"
"13041","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","842","88.93%"
"13042","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","364","80.68%"
"13043","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1082","75.69%"
"13044","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","671","80.38%"
"13047","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1023","81.55%"
"13053","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","634","71.77%"
"13057","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","543","92.00%"
"13061","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","219","79.45%"
"13062","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","689","87.19%"
"13063","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1015","89.09%"
"13064","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","89","71.72%"
"13065","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","772","70.88%"
"13069","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","624","82.79%"
"13074","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1087","75.91%"
"13076","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","273","81.94%"
"13077","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","543","90.24%"
"13078","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","508","82.55%"
"13080","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1038","85.68%"
"13082","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1082","89.51%"
"13086","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","708","89.64%"
"13096","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","803","84.28%"
"13098","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1202","84.37%"
"13099","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1274","85.56%"
"13100","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1","33.33%"
"13101","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","97","72.67%"
"13102","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","267","83.74%"
"13205","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","436","84.13%"
"13208","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","548","85.29%"
"13211","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","605","90.01%"
"13215","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","103","86.56%"
"13216","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","85","97.21%"
"13217","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","720","89.00%"
"13218","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","169","83.56%"
"13220","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1278","87.90%"
"13221","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","222","90.00%"
"13227","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","922","91.09%"
"13231","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","267","82.51%"
"13237","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","860","78.22%"
"13241","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1018","78.73%"
"13307","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","115","86.34%"
"13374","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","0","0.00%"
"13375","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","48","85.23%"
"13376","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","339","87.76%"
"13377","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1360","78.27%"
"13379","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","63","91.62%"
"13380","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","0","0.00%"
"13383","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","729","87.05%"
"13395","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","423","81.98%"
"13396","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","928","73.44%"
"13398","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","668","81.59%"
"13416","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","150","89.94%"
"13417","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","0","0.00%"
"13425","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","867","72.63%"
"13431","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1347","76.41%"
"13432","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1062","77.06%"
"13434","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","105","84.95%"
"13445","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","0","0.00%"
"13460","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","133","91.18%"
"13461","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","414","79.12%"
"13463","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","431","90.75%"
"13467","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","0","0.00%"
"14002","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1123","79.29%"
"14005","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","340","80.85%"
"14009","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","529","78.20%"
"14012","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","396","79.01%"
"14013","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","237","81.48%"
"14014","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","956","80.58%"
"14018","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","527","78.33%"
"14020","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1180","80.45%"
"14026","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","624","82.23%"
"14027","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","343","79.27%"
"14031","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","632","75.58%"
"14033","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","721","82.57%"
"14035","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","494","83.91%"
"14036","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","839","83.19%"
"14037","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","573","78.62%"
"14040","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","382","78.19%"
"14041","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","381","77.91%"
"14042","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","285","75.27%"
"14044","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","405","78.91%"
"14045","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","239","75.14%"
"14046","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","5","30.77%"
"14047","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","921","79.96%"
"14053","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1050","77.39%"
"14058","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","543","79.09%"
"14059","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","374","80.87%"
"14061","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","243","85.80%"
"14065","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","0","66.67%"
"14066","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","431","79.98%"
"14069","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","545","79.02%"
"14071","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","890","77.29%"
"14075","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","579","90.80%"
"14078","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","429","88.21%"
"14080","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","258","87.52%"
"14082","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","280","87.13%"
"14084","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","356","90.65%"
"14085","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","285","89.31%"
"14086","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","723","90.25%"
"14091","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","251","91.58%"
"14092","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","336","90.65%"
"14218","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","334","72.81%"
"14221","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","703","75.40%"
"14224","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","0","0.00%"
"14226","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","749","74.15%"
"14228","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","295","81.16%"
"14229","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","493","80.35%"
"14234","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","621","81.91%"
"14235","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","507","78.08%"
"14236","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1458","77.79%"
"14237","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","506","75.25%"
"14239","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","436","78.74%"
"14244","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","671","77.07%"
"14247","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","244","76.28%"
"14249","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","274","80.03%"
"14250","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","341","78.81%"
"14251","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","561","78.86%"
"14252","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","239","80.06%"
"14257","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","411","82.79%"
"14274","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","430","90.46%"
"14275","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","399","84.15%"
"14277","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","241","84.98%"
"14278","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","250","90.48%"
"14282","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","128","77.35%"
"14285","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","34","70.15%"
"14291","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","54","78.42%"
"14293","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","295","73.25%"
"14295","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","403","76.07%"
"14297","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","450","79.89%"
"14298","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","298","74.48%"
"14308","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","812","79.92%"
"14314","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","371","67.87%"
"14316","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","320","83.81%"
"14317","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","488","76.01%"
"14323","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","355","82.26%"
"16101","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","425","74.98%"
"16106","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","78","74.53%"
"16109","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","37","73.74%"
"17251","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","785","84.29%"
"17255","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1403","77.25%"
"17258","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","876","74.78%"
"17260","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","480","82.85%"
"17261","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","462","80.79%"
"17263","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","69","79.43%"
"17266","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","467","82.47%"
"17269","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","710","85.98%"
"17271","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","417","82.58%"
"17272","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","335","82.66%"
"17273","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","354","80.79%"
"17274","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1201","80.00%"
"17278","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","812","85.08%"
"17279","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","605","85.70%"
"17281","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","781","85.38%"
"17286","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","404","79.91%"
"17290","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1133","84.61%"
"17294","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","413","89.29%"
"17334","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","375","87.39%"
"17335","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","336","85.30%"
"17345","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","639","77.53%"
"17348","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","524","87.55%"
"17355","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","1341","81.26%"
"21369","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","755","78.43%"
"21375","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","20","81.03%"
"21376","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","370","74.17%"
"21377","PRESIDENT AND VICE PRESIDENT","JOSEPH R. BIDEN/KAMALA D. HARRIS (DEM)","111","79.73%"
